,ownsCar,ownsRealty,numChildren,totalIncome,incomeType,eduLvl,famStatus,housingType,occupation,famSize,ageYrs,yrsEmpl,UNEMPLOYED,ApprStatus,gender
714,N,Y,0,117000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,45,13,1,1,F
715,Y,Y,0,216000,Working,Secondary / secondary special,Married,House / apartment,Managers,2,59,9,1,1,F
716,N,Y,1,135000,Commercial associate,Secondary / secondary special,Married,With parents,Laborers,3,31,6,1,0,F
717,Y,Y,2,67500,Working,Secondary / secondary special,Married,House / apartment,Sales staff,4,39,2,1,0,F
718,N,N,0,117000,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,Laborers,1,48,2,1,0,F
719,Y,N,0,315000,Commercial associate,Higher education,Widow,House / apartment,Managers,1,50,9,1,1,F
720,Y,Y,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,51,19,1,1,F
721,N,Y,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff,1,46,3,1,0,F
722,Y,Y,0,144000,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers,2,34,7,1,1,F
723,N,Y,0,270000,Working,Secondary / secondary special,Separated,House / apartment,Laborers,1,51,5,1,1,F
724,Y,N,0,252000,Commercial associate,Higher education,Single / not married,House / apartment,Managers,1,25,0,1,0,F
725,N,Y,0,315000,Commercial associate,Secondary / secondary special,Married,House / apartment,Not identified,2,40,6,1,1,F
726,Y,Y,2,157500,Commercial associate,Higher education,Married,House / apartment,Medicine staff,4,38,17,1,0,F
727,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,Sales staff,2,49,5,1,1,F
728,N,Y,1,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,3,43,22,1,1,F
729,N,N,0,90000,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,1,43,0,1,1,F
730,N,Y,0,171000,Commercial associate,Secondary / secondary special,Married,House / apartment,Not identified,2,59,15,1,1,F
731,N,Y,0,157500,Working,Higher education,Married,House / apartment,Core staff,2,34,4,1,0,F
732,N,Y,2,157500,State servant,Secondary / secondary special,Married,House / apartment,Core staff,4,34,5,1,0,F
733,N,N,0,270000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,High skill tech staff,1,63,7,1,0,F
734,Y,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,Not identified,2,41,6,1,0,F
735,N,Y,0,112500,State servant,Secondary / secondary special,Civil marriage,House / apartment,Medicine staff,2,51,16,1,1,F
736,N,N,0,135000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,Sales staff,2,50,15,1,1,F
737,N,N,0,270000,Working,Incomplete higher,Civil marriage,House / apartment,Not identified,2,44,6,1,0,F
738,N,Y,0,216000,Pensioner,Higher education,Single / not married,House / apartment,Not identified,1,56,0,0,1,F
739,N,N,0,180000,Pensioner,Secondary / secondary special,Civil marriage,Municipal apartment,Laborers,2,57,0,1,0,F
740,N,Y,1,90000,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,3,46,3,1,0,F
741,N,Y,0,405000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Sales staff,1,37,5,1,1,F
742,N,Y,1,135000,Commercial associate,Higher education,Married,House / apartment,Core staff,3,27,7,1,0,F
743,N,Y,0,135000,Commercial associate,Incomplete higher,Married,House / apartment,Not identified,2,30,4,1,1,F
744,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,Cooking staff,2,41,2,1,1,F
745,N,N,1,112500,Commercial associate,Higher education,Separated,House / apartment,Private service staff,2,41,7,1,1,F
746,N,N,0,112500,Commercial associate,Higher education,Married,With parents,Accountants,2,54,4,1,0,F
747,N,Y,0,630000,Working,Higher education,Separated,House / apartment,Accountants,1,61,4,1,0,F
748,N,Y,0,225000,Commercial associate,Incomplete higher,Civil marriage,House / apartment,Sales staff,2,24,0,1,1,F
749,N,Y,2,173250,Working,Secondary / secondary special,Separated,House / apartment,Core staff,3,37,15,1,0,F
750,Y,N,1,112500,Working,Higher education,Married,House / apartment,Sales staff,3,30,2,1,0,F
751,N,Y,0,585000,Commercial associate,Secondary / secondary special,Married,House / apartment,Not identified,2,52,5,1,1,F
752,N,N,0,139500,Working,Higher education,Separated,House / apartment,Managers,1,45,19,1,1,F
753,N,Y,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,Cooking staff,1,60,2,1,1,F
754,Y,Y,0,112500,Pensioner,Secondary / secondary special,Married,Rented apartment,Not identified,2,67,0,0,0,F
755,Y,N,0,76500,Working,Secondary / secondary special,Married,House / apartment,Core staff,2,45,0,1,0,F
756,N,Y,1,135000,Commercial associate,Secondary / secondary special,Widow,Municipal apartment,Core staff,2,47,26,1,1,F
757,Y,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,Core staff,2,37,15,1,1,F
758,N,N,1,135000,Working,Higher education,Married,With parents,Core staff,3,30,6,1,0,F
759,N,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,Sales staff,3,41,0,1,0,F
760,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,Not identified,2,41,4,1,1,F
761,N,N,0,54000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Not identified,1,56,0,0,0,F
762,Y,N,1,225000,Working,Secondary / secondary special,Separated,House / apartment,Managers,2,42,10,1,1,F
763,N,Y,0,193500,Working,Higher education,Married,House / apartment,High skill tech staff,2,58,19,1,0,F
764,N,Y,2,153000,Commercial associate,Higher education,Married,House / apartment,Accountants,4,37,3,1,0,F
765,N,Y,1,171000,State servant,Higher education,Separated,House / apartment,IT staff,2,57,4,1,0,F
766,N,Y,0,216000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Not identified,2,63,0,0,0,F
767,N,N,0,121500,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,57,0,0,0,F
768,N,Y,0,72000,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,67,0,0,0,F
769,N,N,0,315000,Commercial associate,Higher education,Married,House / apartment,Accountants,2,41,2,1,0,F
770,N,Y,0,225000,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,56,0,0,0,F
771,N,Y,0,202500,State servant,Higher education,Widow,House / apartment,Not identified,1,44,13,1,1,F
772,Y,N,0,108000,Working,Secondary / secondary special,Married,With parents,Not identified,2,34,8,1,0,F
773,N,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,Core staff,3,29,7,1,0,F
774,N,Y,0,108000,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,2,49,5,1,1,F
775,N,Y,0,121500,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,2,49,8,1,0,F
776,Y,Y,0,360000,Commercial associate,Higher education,Single / not married,House / apartment,Managers,1,58,5,1,0,F
777,Y,Y,0,315000,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,2,43,15,1,0,F
778,N,Y,0,90000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Not identified,1,55,8,1,0,F
779,Y,N,0,315000,Working,Secondary / secondary special,Married,House / apartment,Managers,2,54,11,1,1,F
780,N,N,1,81000,Working,Secondary / secondary special,Married,House / apartment,Cooking staff,3,40,3,1,0,F
781,Y,Y,1,225000,Working,Higher education,Married,House / apartment,High skill tech staff,3,39,4,1,1,F
782,Y,N,1,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,Not identified,3,30,8,1,1,F
783,N,Y,0,450000,Working,Higher education,Civil marriage,House / apartment,High skill tech staff,2,48,9,1,1,F
784,N,Y,1,135000,Commercial associate,Incomplete higher,Married,House / apartment,Managers,3,29,7,1,0,F
785,Y,Y,2,81000,Working,Secondary / secondary special,Married,House / apartment,Core staff,4,38,7,1,1,F
786,N,N,1,157500,Commercial associate,Incomplete higher,Married,With parents,Not identified,3,33,7,1,1,F
787,N,N,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,Not identified,2,47,9,1,1,F
788,N,Y,0,270000,Working,Secondary / secondary special,Married,Municipal apartment,Laborers,2,58,24,1,0,F
789,Y,Y,1,135000,Commercial associate,Incomplete higher,Civil marriage,House / apartment,Not identified,3,32,1,1,0,F
790,N,N,0,202500,Commercial associate,Higher education,Married,Municipal apartment,Not identified,2,39,12,1,0,F
791,N,Y,0,180000,State servant,Higher education,Married,House / apartment,Core staff,2,48,3,1,0,F
792,Y,Y,0,270000,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers,2,57,3,1,0,F
793,Y,Y,2,180000,Commercial associate,Higher education,Civil marriage,House / apartment,Sales staff,4,32,3,1,1,F
794,Y,Y,0,540000,Commercial associate,Higher education,Separated,House / apartment,Not identified,1,53,0,1,0,F
795,Y,Y,0,135000,Pensioner,Secondary / secondary special,Widow,House / apartment,Not identified,1,62,0,0,1,F
796,N,N,0,76500,Working,Secondary / secondary special,Married,House / apartment,Not identified,2,42,13,1,0,F
797,N,Y,0,261000,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,2,52,12,1,1,F
798,Y,Y,1,139500,Working,Secondary / secondary special,Married,House / apartment,Sales staff,3,46,4,1,0,F
799,Y,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,Cleaning staff,2,44,6,1,1,F
800,N,N,2,144000,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,4,34,2,1,1,F
801,N,Y,0,292500,Working,Higher education,Married,House / apartment,Core staff,2,58,13,1,0,F
802,N,N,0,90000,Working,Higher education,Separated,House / apartment,Sales staff,1,47,5,1,0,F
803,Y,N,0,121500,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,2,35,3,1,1,F
804,N,Y,1,135000,Working,Incomplete higher,Married,House / apartment,Not identified,3,44,25,1,0,F
805,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,49,29,1,0,F
806,N,Y,0,315000,Commercial associate,Higher education,Separated,House / apartment,Accountants,1,49,6,1,0,F
807,Y,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,Managers,3,31,4,1,1,F
808,N,Y,1,108000,State servant,Secondary / secondary special,Married,House / apartment,Core staff,3,39,8,1,0,F
809,N,Y,2,103500,Working,Secondary / secondary special,Married,House / apartment,Laborers,4,36,10,1,0,F
810,N,Y,0,225000,Commercial associate,Secondary / secondary special,Separated,House / apartment,Private service staff,1,44,14,1,1,F
811,Y,Y,0,270000,Working,Secondary / secondary special,Separated,House / apartment,Not identified,1,47,1,1,0,F
812,N,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,Core staff,2,50,8,1,0,F
813,N,N,0,85500,Pensioner,Secondary / secondary special,Separated,House / apartment,Not identified,1,66,0,0,1,F
814,N,Y,0,108000,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,64,0,0,1,F
815,N,N,0,162000,Commercial associate,Higher education,Married,Rented apartment,Accountants,2,25,1,1,1,F
816,N,Y,1,112500,Working,Higher education,Married,House / apartment,Sales staff,3,38,6,1,1,F
817,N,Y,0,225000,Working,Higher education,Widow,House / apartment,Core staff,1,59,36,1,1,F
818,Y,N,1,337500,Working,Higher education,Married,House / apartment,Not identified,3,29,7,1,0,F
819,Y,Y,2,112500,Working,Higher education,Married,House / apartment,Accountants,4,31,11,1,1,F
820,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,Sales staff,2,46,5,1,0,F
821,N,Y,1,180000,Working,Higher education,Separated,House / apartment,Not identified,2,46,6,1,1,F
822,N,Y,1,135000,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers,3,37,3,1,1,F
823,N,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,Cleaning staff,2,62,1,1,1,F
824,N,Y,0,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,Cleaning staff,2,36,0,1,1,F
825,N,Y,0,202500,Commercial associate,Higher education,Single / not married,House / apartment,Accountants,1,37,15,1,1,F
826,N,N,1,270000,Working,Secondary / secondary special,Separated,House / apartment,High skill tech staff,2,41,3,1,1,F
827,Y,Y,0,103500,State servant,Higher education,Separated,House / apartment,Core staff,1,47,22,1,1,F
828,N,Y,0,148500,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,49,0,0,1,F
829,N,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,60,0,0,1,F
830,N,Y,0,630000,State servant,Higher education,Married,House / apartment,Managers,2,59,12,1,1,F
831,N,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,Not identified,2,58,7,1,0,F
832,N,Y,2,63000,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,4,29,3,1,1,F
833,N,Y,0,157500,Commercial associate,Secondary / secondary special,Separated,With parents,Not identified,1,54,0,1,0,F
834,Y,N,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,60,0,0,0,F
835,N,Y,0,103500,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,58,0,0,1,F
836,N,N,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff,1,53,2,1,0,F
837,N,Y,1,180000,Commercial associate,Secondary / secondary special,Separated,House / apartment,Core staff,2,51,5,1,1,F
838,N,N,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,57,0,0,0,F
839,Y,Y,0,225000,Commercial associate,Higher education,Single / not married,With parents,Core staff,1,27,3,1,1,F
840,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,Managers,2,45,20,1,1,F
841,N,N,0,225000,Working,Secondary / secondary special,Single / not married,House / apartment,Not identified,1,53,12,1,0,F
842,Y,N,2,315000,Working,Higher education,Married,House / apartment,Managers,4,38,7,1,1,F
843,N,Y,0,117000,Working,Secondary / secondary special,Married,House / apartment,Not identified,2,48,0,1,0,F
844,N,N,0,81000,Pensioner,Secondary / secondary special,Widow,House / apartment,Not identified,1,66,0,0,1,F
845,N,N,0,180000,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers,2,51,5,1,0,F
846,N,Y,0,360000,Working,Secondary / secondary special,Married,House / apartment,Cooking staff,2,41,6,1,0,F
847,N,N,0,225000,State servant,Secondary / secondary special,Single / not married,Office apartment,Not identified,1,41,10,1,0,F
848,N,N,0,74250,Working,Higher education,Separated,Municipal apartment,Core staff,1,53,14,1,1,F
849,N,Y,0,108000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,2,34,6,1,0,F
850,N,Y,0,220500,Pensioner,Lower secondary,Married,House / apartment,Not identified,2,60,0,0,0,F
851,Y,N,1,180000,Working,Secondary / secondary special,Married,House / apartment,Sales staff,3,31,0,1,0,F
852,N,N,2,81000,Working,Lower secondary,Single / not married,House / apartment,Sales staff,3,43,6,1,0,F
853,N,N,0,135000,Working,Secondary / secondary special,Widow,Co-op apartment,Core staff,1,55,1,1,1,F
854,N,N,0,180000,Working,Higher education,Separated,House / apartment,Accountants,1,39,5,1,0,F
855,N,N,0,225000,Commercial associate,Higher education,Married,House / apartment,Not identified,2,52,19,1,1,F
856,N,Y,1,99000,Working,Incomplete higher,Married,House / apartment,Sales staff,3,34,5,1,1,F
857,N,Y,1,81000,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,3,40,4,1,1,F
858,N,N,0,108000,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,1,56,23,1,1,F
859,Y,Y,0,99000,Pensioner,Higher education,Married,House / apartment,Not identified,2,66,0,0,1,F
860,N,Y,1,90000,Working,Secondary / secondary special,Civil marriage,House / apartment,Security staff,3,50,1,1,1,F
